Company,ESG Risk Rating,Score
Alpargatas SA,Low ESG Risk,17.7
Alpek SAB de CV,Medium ESG Risk,25.7
"Alpen Co., Ltd.",Medium ESG Risk,22.7
Alpha & Omega Semiconductor Ltd.,Medium ESG Risk,29.3
Alpha Dhabi Holding PJSC,Medium ESG Risk,21.9
Alpha Group (China),Low ESG Risk,17.5
Alpha Group International Plc,High ESG Risk,32.6
Alpha HPA Ltd.,Severe ESG Risk,45.2
"Alpha Metallurgical Resources, Inc.",Severe ESG Risk,51.0
"Alpha Networks, Inc.",Low ESG Risk,14.9
Alpha Services & Holdings SA,Low ESG Risk,19.1
Alpha Star Holding VII Ltd.,High ESG Risk,36.0
"Alpha Systems, Inc.",Medium ESG Risk,23.5
"Alphabet, Inc.",Medium ESG Risk,24.1
Alphamab Oncology,High ESG Risk,32.6
"Alphatec Holdings, Inc.",High ESG Risk,32.7
Alphawave IP Group Plc,Medium ESG Risk,27.2
"Alpine Immune Sciences, Inc.",Medium ESG Risk,29.7
"Alpine Income Property Trust, Inc.",Medium ESG Risk,23.0
"Alps Alpine Co., Ltd.",Medium ESG Risk,22.0
ALROSA PJSC,Severe ESG Risk,47.1
ALS Ltd.,Medium ESG Risk,20.5
Alsea SAB de CV,Medium ESG Risk,28.2
ALSO Holding AG,Low ESG Risk,12.2
Alstom SA,Medium ESG Risk,21.5
alstria office REIT-AG,Low ESG Risk,12.3
"Alta Equipment Group, Inc.",High ESG Risk,31.7
AltaGas Ltd.,High ESG Risk,32.3
"Altair Engineering, Inc.",Medium ESG Risk,24.9
AltaLink LP,Medium ESG Risk,25.9
Altarea SCA,Low ESG Risk,13.7
Altareit SA,Low ESG Risk,14.6
Altech Corp.,Low ESG Risk,11.5
Altek Corp.,Medium ESG Risk,21.0
Alten SA,Low ESG Risk,16.6
ALTEO Energy Services Plc,Medium ESG Risk,26.1
"Alteogen, Inc.",Medium ESG Risk,29.4
"Alteryx, Inc.",Medium ESG Risk,22.1
Altice France SA,Low ESG Risk,17.8
Altice International SARL,High ESG Risk,30.4
"Altice USA, Inc.",Medium ESG Risk,27.2
"Altimmune, Inc.",Medium ESG Risk,30.0
Altium Ltd.,Low ESG Risk,17.0
Altius Minerals Corp.,High ESG Risk,33.1
Altri SGPS SA,Low ESG Risk,14.9
"Altria Group, Inc.",High ESG Risk,31.3
Altshuler Shaham Finance Ltd.,High ESG Risk,37.1
Altus Group Ltd.,Negligible ESG Risk,8.8
"Altus Power, Inc.",Medium ESG Risk,24.8
Alujain Corp.,High ESG Risk,36.4
Alumina Ltd.,Medium ESG Risk,30.0
Aluminum Corp. of China Ltd.,Severe ESG Risk,50.0
Alupar Investimento SA,Severe ESG Risk,40.8
"ALX Oncology Holdings, Inc.",High ESG Risk,30.9
"AMADA Co., Ltd.",High ESG Risk,30.3
Amadeus FiRe AG,Low ESG Risk,11.6
Amadeus IT Group SA,Low ESG Risk,14.7
Amadys Belgium NV,Low ESG Risk,11.2
AMAG Austria Metall AG,Low ESG Risk,16.5
Amalgamated Financial Corp.,Low ESG Risk,19.5
Amanat Holdings PJSC,High ESG Risk,35.9
Amano Corp.,Low ESG Risk,14.7
Amara Raja Energy & Mobility Ltd.,Low ESG Risk,18.2
"Amata Corp. Public Co., Ltd.",Low ESG Risk,12.5
Amazing Microelectronic Corp.,Medium ESG Risk,24.9
"Amazon.com, Inc.",High ESG Risk,30.2
"Ambac Financial Group, Inc.",High ESG Risk,31.5
"Ambarella, Inc.",High ESG Risk,33.1
Ambea AB,Medium ESG Risk,26.4
Amber Enterprises India Ltd.,Medium ESG Risk,24.4
Ambev SA,Medium ESG Risk,21.9
Ambika Cotton Mills Ltd.,Low ESG Risk,19.4
Ambipar Participações e Empreendimentos SA,Low ESG Risk,18.1
Ambu A/S,Medium ESG Risk,22.3
Ambuja Cements Ltd.,Medium ESG Risk,25.1
"AMC Entertainment Holdings, Inc.",Low ESG Risk,18.6
"AMC Networks, Inc.",Medium ESG Risk,25.1
AMCO Asset Management Co. SpA,Medium ESG Risk,29.7
Amcor Plc,Low ESG Risk,17.6
Amdocs Ltd.,Low ESG Risk,14.2
"Amedisys, Inc.",Medium ESG Risk,23.9
Amer Sports Oy,Low ESG Risk,10.4
"Amerant Bancorp, Inc.",High ESG Risk,31.9
Ameren Corp.,Medium ESG Risk,27.2
Ameren Illinois Co.,High ESG Risk,35.1
"Ameresco, Inc.",High ESG Risk,30.7
America Movil SAB de CV,Medium ESG Risk,21.6
"America's Car-Mart, Inc.",Low ESG Risk,12.7
"American Airlines Group, Inc.",Medium ESG Risk,26.4
American Assets Trust LP,Low ESG Risk,12.7
"American Assets Trust, Inc.",Low ESG Risk,14.2
"American Axle & Manufacturing Holdings, Inc.",Low ESG Risk,16.7
"American Eagle Outfitters, Inc.",Low ESG Risk,15.1
"American Electric Power Co., Inc.",Medium ESG Risk,23.9
American Equity Investment Life Holding Co.,Medium ESG Risk,25.9
American Express Co.,Low ESG Risk,19.3
American Family Insurance Mutual Holding Co.,Medium ESG Risk,24.0
American Family Mutual Insurance Co. SI,Medium ESG Risk,21.4
"American Financial Group, Inc.",Medium ESG Risk,27.9
American Homes 4 Rent,Low ESG Risk,12.1
"American International Group, Inc.",Medium ESG Risk,25.9
American Medical Systems Europe BV,Medium ESG Risk,21.5
"American National Bankshares, Inc. (Virginia)",Medium ESG Risk,29.6
"American Realty Investors, Inc.",Medium ESG Risk,26.1
"American Software, Inc.",Medium ESG Risk,23.9
American States Water Co.,High ESG Risk,30.6
"American Tire Distributors, Inc.",Low ESG Risk,11.4
American Tower Corp.,Low ESG Risk,11.1
"American Transmission Systems, Inc.",High ESG Risk,34.9
American University,Low ESG Risk,14.2
American Vanguard Corp.,High ESG Risk,39.8
"American Water Works Co., Inc.",Low ESG Risk,19.4
American Well Corp.,Medium ESG Risk,23.9
American Woodmark Corp.,High ESG Risk,34.0
Americanas SA,Medium ESG Risk,29.1
"Americold Realty Trust, Inc.",Low ESG Risk,15.6
"Ameriprise Financial, Inc.",Low ESG Risk,19.4
Ameris Bancorp,High ESG Risk,31.7
"AMERISAFE, Inc.",Medium ESG Risk,27.1
Ames National Corp.,High ESG Risk,31.2
"AMETEK, Inc.",Medium ESG Risk,23.0
AMG Critical Materials NV,High ESG Risk,39.7
"Amgen, Inc.",Medium ESG Risk,23.8
"Amicogen, Inc.",Medium ESG Risk,26.4
"Amicus Therapeutics, Inc.",Medium ESG Risk,27.5
"Amkor Technology, Inc.",Low ESG Risk,17.8
Amlak International for Real Estate Financing,Medium ESG Risk,25.3
"Amlogic (Shanghai) Co., Ltd.",Medium ESG Risk,23.5
AMMB Holdings Bhd.,Medium ESG Risk,25.0
"AMMO, Inc.",Low ESG Risk,18.9
"AMN Healthcare Services, Inc.",Low ESG Risk,17.2
"Amneal Intermediate, Inc.",High ESG Risk,36.0
Amorepacific Corp.,High ESG Risk,30.2
"AmorePacific Group, Inc.",Medium ESG Risk,22.2
Amot Investments Ltd.,Low ESG Risk,17.7
"Amoy Diagnostics Co., Ltd.",High ESG Risk,31.8
AMP Ltd.,Low ESG Risk,18.7
"Amphastar Pharmaceuticals, Inc.",High ESG Risk,33.8
Amphenol Corp.,Low ESG Risk,19.6
Amplifon SpA,Low ESG Risk,15.7
Amplify Energy Corp.,Severe ESG Risk,51.1
"Amplitude, Inc.",Medium ESG Risk,20.9
Ampol Ltd.,High ESG Risk,34.3
Amprion GmbH,Negligible ESG Risk,9.3
AmRest Holdings SE,Medium ESG Risk,29.6
ams-OSRAM AG,Medium ESG Risk,21.0
"AmTRAN Technology Co., Ltd.",Low ESG Risk,18.1
Amundi SA,Low ESG Risk,17.7
Amur Equipment Finance Inc,Medium ESG Risk,27.5
"Amuse, Inc.",Low ESG Risk,17.8
"Amvis Holdings, Inc.",Medium ESG Risk,27.7
"Amylyx Pharmaceuticals, Inc.",High ESG Risk,33.8
"Amyris, Inc.",High ESG Risk,33.3
"An Hui Wenergy Co., Ltd.",Severe ESG Risk,53.6
ANA HOLDINGS INC.,High ESG Risk,31.9
Anadolu Anonim Türk Sigorta Sirketi AS,Medium ESG Risk,28.7
Anadolu Efes Biracilik ve Malt Sanayii A.S.,Medium ESG Risk,21.9
"Analog Devices, Inc.",Low ESG Risk,19.9
"Ananti, Inc.",High ESG Risk,34.6
"AnaPass, Inc.",High ESG Risk,39.3
"AnaptysBio, Inc.",Medium ESG Risk,25.4
Anavex Life Sciences Corp.,Medium ESG Risk,29.0
Anchor Hanover Group,Medium ESG Risk,22.9
Andes Technology Corp.,Medium ESG Risk,23.5
"Andlauer Healthcare Group, Inc.",Medium ESG Risk,21.1
"Andon Health Co., Ltd.",High ESG Risk,36.5
Andre Maggi Participaçoes SA,High ESG Risk,37.1
Andritz AG,Medium ESG Risk,24.8
Andromeda Metals Ltd.,Severe ESG Risk,44.9
ANEST IWATA Corp.,Medium ESG Risk,27.5
"Angang Steel Co., Ltd.",Severe ESG Risk,42.6
"Angel Oak Mortgage REIT, Inc.",Medium ESG Risk,24.9
Angel One Ltd.,High ESG Risk,32.9
"Angel Yeast Co., Ltd.",Severe ESG Risk,43.7
"Angelalign Technology, Inc.",High ESG Risk,38.9
"Angi, Inc.",Medium ESG Risk,28.4
"AngioDynamics, Inc.",Medium ESG Risk,29.0
Anglian Water Group Ltd.,Medium ESG Risk,21.5
Anglo American Platinum Ltd.,Low ESG Risk,15.1
Anglo American Plc,Medium ESG Risk,23.1
Anglo-Eastern Plantations Plc,High ESG Risk,37.8
AngloGold Ashanti Ltd.,Medium ESG Risk,23.2
Anheuser-Busch Cos. LLC,Low ESG Risk,19.1
Anheuser-Busch InBev SA/NV,Medium ESG Risk,23.6
"Anhui Anke Biotechnology (Group) Co., Ltd.",Medium ESG Risk,26.2
"Anhui Conch Cement Co., Ltd.",High ESG Risk,32.5
Anhui Construction Engineering Group Corp. Ltd.,Severe ESG Risk,48.6
"Anhui Expressway Co., Ltd.",Low ESG Risk,13.1
Anhui Genuine New Materials Co. Ltd.,Medium ESG Risk,25.5
"Anhui Golden Seed Winery Co., Ltd.",High ESG Risk,31.5
"Anhui Guangxin Agrochemical Co., Ltd.",High ESG Risk,32.5
"Anhui Gujing Distillery Co., Ltd.",High ESG Risk,32.0
"Anhui Heli Co., Ltd.",High ESG Risk,33.1
"Anhui Honglu Steel Construction (Group) Co., Ltd.",High ESG Risk,34.8
"Anhui Huilong Agricultural Means of Production Co., Ltd.",Severe ESG Risk,46.5
"Anhui Jiangnan Chemical Industry Co., Ltd.",High ESG Risk,34.7
"Anhui Jinhe Industrial Co., Ltd.",Medium ESG Risk,28.0
"Anhui Kouzi Distillery Co., Ltd.",High ESG Risk,36.7
"Anhui Tatfook Technology Co., Ltd.",Medium ESG Risk,23.3
"Anhui Truchum Advanced Materials & Technology Co., Ltd.",Severe ESG Risk,50.2
"Anhui Xinhua Media Co., Ltd.",Medium ESG Risk,26.5
"Anhui Yingjia Distillery Co., Ltd.",High ESG Risk,35.0
"Anhui Zhongding Sealing Parts Co., Ltd.",Medium ESG Risk,25.4
"ANI Pharmaceuticals, Inc.",High ESG Risk,36.3
"Anicom Holdings, Inc.",High ESG Risk,33.1
"Anika Therapeutics, Inc.",Low ESG Risk,11.7
Anima Holding SA,Low ESG Risk,19.1
Anima Holding SpA,Low ESG Risk,11.5
"Anji Microelectronics Technology (Shanghai) Co., Ltd.",Medium ESG Risk,21.7
"Anjoy Foods Group Co., Ltd.",Severe ESG Risk,44.5
"Anker Innovations Technology Co., Ltd.",Medium ESG Risk,25.6
"Annaly Capital Management, Inc.",Low ESG Risk,11.2
Annehem Fastigheter AB,Low ESG Risk,19.2
"Annexon, Inc.",High ESG Risk,33.5
Annington Homes Limited,Low ESG Risk,15.7
Anora Group Oyj,Medium ESG Risk,22.7
Anoto Group AB,Medium ESG Risk,21.5
Anpec Electronics Corp.,High ESG Risk,35.0
Anritsu Corp.,Negligible ESG Risk,7.3
Ansell Ltd.,Low ESG Risk,15.4
"ANSYS, Inc.",Low ESG Risk,15.9
ANTA Sports Products Ltd.,Low ESG Risk,16.7
AntarChile SA,Severe ESG Risk,46.7
Antares Holdings LP,High ESG Risk,35.3
Antares Vision SpA,Medium ESG Risk,23.1
"Anterix, Inc.",High ESG Risk,32.5
Antero Midstream Corp.,Medium ESG Risk,27.6
Antero Resources Corp.,High ESG Risk,39.8
Antin Infrastructure Partners SA,Low ESG Risk,14.4
Antofagasta Plc,Medium ESG Risk,26.1
"Antong Holdings Co., Ltd.",Severe ESG Risk,53.8
Anupam Rasayan India Ltd.,Medium ESG Risk,26.7
"ANYCOLOR, Inc.",Medium ESG Risk,21.2
"Anywhere Real Estate, Inc.",Negligible ESG Risk,8.0
ANZ Group Holdings Ltd.,Medium ESG Risk,22.9
AO World Plc,Medium ESG Risk,23.3
"AOKI Holdings, Inc.",Medium ESG Risk,21.9
Aon Plc,Low ESG Risk,15.4
"Aotecar New Energy Technology Co., Ltd.",Medium ESG Risk,24.1
"AOYAMA TRADING Co., Ltd.",Low ESG Risk,18.7
Aozora Bank Ltd.,Medium ESG Risk,23.4
AP (Thailand) Public Co. Ltd.,Low ESG Risk,18.5
AP Impact Euro (Lux) SARL,High ESG Risk,36.8
AP Memory Technology Corp.,Low ESG Risk,18.8
APA Corp.,Severe ESG Risk,46.6
APA Group,High ESG Risk,39.5
Apar Industries Ltd.,Medium ESG Risk,21.6
Apartment Income REIT Corp.,Low ESG Risk,15.6
Apartment Investment & Management Co.,Low ESG Risk,19.7
"Apellis Pharmaceuticals, Inc.",Medium ESG Risk,24.4
"Apeloa Pharmaceutical Co., Ltd.",Severe ESG Risk,40.2
Aperam SA,Medium ESG Risk,22.6
"Apex International Co., Ltd.",Low ESG Risk,18.7
"Apex International Financial Engineering Res & Tech Co., Ltd.",Medium ESG Risk,28.6
Apex Investment PSC,High ESG Risk,39.0
APG SGA SA,Low ESG Risk,17.6
APi Group Corp.,Medium ESG Risk,24.0
APL Apollo Tubes Ltd.,Medium ESG Risk,27.7
APM Human Services International Ltd.,Low ESG Risk,16.1
"Apogee Enterprises, Inc.",High ESG Risk,31.9
"Apollo Commercial Real Estate Finance, Inc.",Low ESG Risk,16.8
Apollo Future Mobility Group Ltd.,Low ESG Risk,19.0
"Apollo Global Management, Inc.",Medium ESG Risk,24.3
Apollo Hospitals Enterprise Ltd.,Medium ESG Risk,25.3
"Apollo Medical Holdings, Inc.",Medium ESG Risk,21.0
Apollo Tyres Ltd.,Low ESG Risk,13.3
Appalachian Power Co.,High ESG Risk,33.0
Appen Ltd.,Low ESG Risk,16.1
APPF Commercial Finance Pty Ltd.,Medium ESG Risk,24.7
"AppFolio, Inc.",Medium ESG Risk,21.6
Appian Corp.,Medium ESG Risk,25.3
"Appier Group, Inc.",Medium ESG Risk,28.5
"Apple Hospitality REIT, Inc.",Low ESG Risk,19.3
"Apple, Inc.",Low ESG Risk,17.2
Applied Digital Corp.,Low ESG Risk,19.2
"Applied Industrial Technologies, Inc.",Medium ESG Risk,24.1
"Applied Materials, Inc.",Low ESG Risk,13.0
AppLovin Corp.,Low ESG Risk,18.9
Applus Services SA,Low ESG Risk,13.3
"Aprogen Biologics, Inc.",High ESG Risk,37.9
"Aprogen, Inc.",Severe ESG Risk,50.9
APRR SA,Negligible ESG Risk,8.1
"AptarGroup, Inc.",Low ESG Risk,12.3
Aptitude Software Group Plc,Medium ESG Risk,22.9
Aptiv Plc,Low ESG Risk,10.8
Aptus Value Housing Finance India Ltd.,Medium ESG Risk,23.8
AQ Group AB,Medium ESG Risk,20.6
Aquafil SpA,Low ESG Risk,10.7
Arab National Bank,High ESG Risk,30.9
Arab Petroleum Investments Corp.,Low ESG Risk,14.4
Arabian Cement Co.,High ESG Risk,39.2
Arabian Centres Co.,Low ESG Risk,19.8
Arabian Centres Sukuk II Ltd.,Medium ESG Risk,22.0
Arabian Contracting Services Co.,Medium ESG Risk,22.9
Arabian Internet & Communications Services Co.,Medium ESG Risk,24.8
Arad Investment & Industrial Development Ltd.,Low ESG Risk,19.2
ARADA Developments LLC,Medium ESG Risk,24.2
Arafura Rare Earths Ltd.,Severe ESG Risk,48.2
Aragvi Holding International Ltd.,Severe ESG Risk,45.3
Arakawa Chemical Industries Ltd.,Medium ESG Risk,29.7
Aramark,Medium ESG Risk,23.7
Aramex PJSC,Low ESG Risk,12.9
Aramis Group SAS,Medium ESG Risk,21.7
Arata Corp.,Low ESG Risk,15.8
"Araya Industrial Co., Ltd.",Severe ESG Risk,46.4
ARB Corp. Ltd.,Medium ESG Risk,26.5
Arbonia AG,Medium ESG Risk,26.7
"Arbor Realty Trust, Inc.",Medium ESG Risk,20.8
Arbutus Biopharma Corp.,Medium ESG Risk,25.5
"Arby's Restaurant Group, Inc.",High ESG Risk,35.8
ARC Resources Ltd.,High ESG Risk,36.3
Arca Continental SAB de CV,Medium ESG Risk,23.0
Arcadis NV,Low ESG Risk,15.5
Arcadyan Technology Corp.,Medium ESG Risk,24.8
ArcBest Corp.,Low ESG Risk,16.9
Arçelik AS,Low ESG Risk,12.2
"Arcellx, Inc.",Medium ESG Risk,26.9
ArcelorMittal SA,High ESG Risk,38.1
ArcelorMittal South Africa Ltd.,Severe ESG Risk,40.8
"Arch Capital Group (U.S.), Inc.",Low ESG Risk,19.3
Arch Capital Group Ltd.,Medium ESG Risk,22.5
"Arch Resources, Inc.",Severe ESG Risk,49.3
"Archer Aviation, Inc.",High ESG Risk,37.1
Archer-Daniels-Midland Co.,High ESG Risk,31.8
"ArcherMind Technology (Nanjing) Co., Ltd.",Medium ESG Risk,25.5
"Archosaur Games, Inc.",Low ESG Risk,19.9
"Archrock, Inc.",Medium ESG Risk,26.0
"ARCLAND SERVICE HOLDINGS CO., LTD.",High ESG Risk,32.5
Arclands Corp.,Low ESG Risk,20.0
ARCO BPS Holdings Ltd.,Low ESG Risk,11.1
Arconic Corp.,Medium ESG Risk,25.7
"Arcos Dorados Holdings, Inc.",Medium ESG Risk,28.4
"Arcosa, Inc.",Severe ESG Risk,43.9
"Arcs Co., Ltd.",Medium ESG Risk,25.1
ArcSoft Corp. Ltd.,Medium ESG Risk,23.2
Arctic Infrastructure LP,High ESG Risk,39.9
Arctic Paper SA,Low ESG Risk,14.5
ArcticZymes Technologies ASA,High ESG Risk,30.7
"Arcturus Therapeutics Holdings, Inc.",High ESG Risk,34.3
"Arcus Biosciences, Inc.",High ESG Risk,31.3
"Arcutis Biotherapeutics, Inc.",Medium ESG Risk,25.2
Ardagh Metal Packaging SA,Low ESG Risk,14.2
"Ardelyx, Inc.",Medium ESG Risk,28.9
Ardent Leisure Group Ltd.,High ESG Risk,34.0
Ardentec Corp.,Medium ESG Risk,29.2
Ardmore Shipping Corp.,High ESG Risk,38.3
Ardshinbank OJSC,High ESG Risk,35.6
"ARE Holdings, Inc.",Medium ESG Risk,20.8
"AREIT, Inc.",Low ESG Risk,11.0
Arena REIT,Low ESG Risk,12.2
Arendals Fossekompani ASA,Severe ESG Risk,43.6
Ares Commercial Real Estate Corp.,Low ESG Risk,13.3
Ares Management Corp.,Low ESG Risk,19.9
Arezzo Industria e Comercio SA,Low ESG Risk,15.8
Argan SA,Low ESG Risk,17.4
"Argan, Inc.",Severe ESG Risk,40.6
Argenta Bank en Verzekeringsgroep NV,Low ESG Risk,16.7
Argenta Spaarbank NV (Netherlands),Low ESG Risk,11.3
argenx SE,Medium ESG Risk,26.0
"Argo Graphics, Inc.",Medium ESG Risk,22.8
Argo Group International Holdings Ltd.,Medium ESG Risk,22.6
Argosy Minerals Ltd.,Severe ESG Risk,51.7
Argosy Property Ltd.,Low ESG Risk,10.5
"Arhaus, Inc.",Low ESG Risk,17.2
"ARIAKE JAPAN Co., Ltd.",High ESG Risk,34.8
Arion Banki HF,Low ESG Risk,10.5
Aris Mining Corp.,Severe ESG Risk,40.1
"Aris Water Solutions, Inc.",Medium ESG Risk,22.6
Arise AB,Medium ESG Risk,23.8
Arise Integrated Industrial Platform,Low ESG Risk,18.3
"Arista Networks, Inc.",Low ESG Risk,15.4
Aristocrat Leisure Ltd.,Low ESG Risk,18.3
Ariston Holding NV,Medium ESG Risk,21.0
"Aritzia, Inc.",Low ESG Risk,16.0
Arizona Public Service Co.,Medium ESG Risk,29.1
Arjo AB,Medium ESG Risk,20.5
Arkema SA,Low ESG Risk,18.4
ARKO Corp.,Severe ESG Risk,50.0
Arla Plast AB,Medium ESG Risk,29.1
"Arlo Technologies, Inc.",Low ESG Risk,14.8
Armac Locacao Logistica e Servicos SA,Medium ESG Risk,25.6
"Armada Hoffler Properties, Inc.",Low ESG Risk,17.8
"ARMOUR Residential REIT, Inc.",Low ESG Risk,18.3
"Armstrong World Industries, Inc.",Medium ESG Risk,21.2
Arnoldo Mondadori Editore SpA,Low ESG Risk,13.7
Aroundtown SA,Low ESG Risk,12.2
Arqiva Group Ltd.,Medium ESG Risk,24.9
Arrail Group Ltd.,Medium ESG Risk,27.5
"Array Technologies, Inc.",Low ESG Risk,15.7
Arriyadh Development Co.,Medium ESG Risk,21.7
"Arrow Electronics, Inc.",Negligible ESG Risk,9.1
Arrow Exploration Corp.,Severe ESG Risk,54.7
Arrow Financial Corp.,Medium ESG Risk,29.1
Arrow Lakes Power Corp.,Medium ESG Risk,23.5
"Arrowhead Pharmaceuticals, Inc.",Medium ESG Risk,25.8
ARTERIA Networks Corp.,Medium ESG Risk,27.7
Artesian Resources Corp.,Severe ESG Risk,48.5
Arthur J. Gallagher & Co.,Medium ESG Risk,21.2
Artis Real Estate Investment Trust,Low ESG Risk,13.0
"Artisan Partners Asset Management, Inc.",Medium ESG Risk,24.6
"Artivion, Inc.",Medium ESG Risk,28.8
"Artnature, Inc.",High ESG Risk,34.7
ARUHI Corp.,Medium ESG Risk,30.0
Arval Service Lease SA,Low ESG Risk,19.1
Arvida Group Ltd.,Medium ESG Risk,26.2
"Arvinas, Inc.",Medium ESG Risk,26.2
Arvind Ltd.,Low ESG Risk,17.4
Aryzta AG,High ESG Risk,39.1
AS ONE Corp.,Low ESG Risk,15.5
"Asahi Co., Ltd.",Medium ESG Risk,22.5
"Asahi Diamond Industrial Co., Ltd.",High ESG Risk,34.9
Asahi Group Holdings Ltd.,Medium ESG Risk,20.1
Asahi India Glass Ltd.,Medium ESG Risk,21.6
"Asahi Intecc Co., Ltd.",Low ESG Risk,19.6
Asahi Kasei Corp.,Medium ESG Risk,23.4
ASAHI YUKIZAI Corp.,Medium ESG Risk,26.8
"Asana, Inc.",Medium ESG Risk,20.9
Asanuma Corp.,High ESG Risk,39.5
ASBISc Enterprises Plc,Low ESG Risk,12.3
"Asbury Automotive Group, Inc.",Low ESG Risk,14.2
Ascelia Pharma AB,High ESG Risk,33.2
Ascencio SCA,Low ESG Risk,19.1
Ascendis Pharma A/S,Medium ESG Risk,27.8
Ascension Health Alliance,Medium ESG Risk,22.6
"Ascentage Pharma Group International Co., Ltd.",Medium ESG Risk,26.1
Ascential Plc,Low ESG Risk,14.2
Ascopiave SpA,Medium ESG Risk,28.2
"ASE Technology Holding Co., Ltd.",Low ESG Risk,19.8
Aselsan Elektronik Sanayi ve Ticaret AS,Medium ESG Risk,23.5
ASGN Incorporated,Negligible ESG Risk,8.0
"Ashland, Inc.",High ESG Risk,32.4
Ashmore Group Plc,Low ESG Risk,19.2
Ashok Leyland Ltd.,Low ESG Risk,14.1
Ashtead Group Plc,Low ESG Risk,17.3
Ashtrom Group Ltd.,High ESG Risk,32.1
"Asia Aviation Public Co., Ltd.",High ESG Risk,36.5
Asia Cement (China) Holdings Corp.,High ESG Risk,30.9
Asia Cement Corp.,Medium ESG Risk,26.1
"Asia Optical Co., Inc.",Medium ESG Risk,21.0
"Asia Pacific Telecom Co., Ltd.",High ESG Risk,30.9
Asia Polymer Corp.,Medium ESG Risk,21.5
"Asia Sermkij Leasing Public Co., Ltd.",Medium ESG Risk,27.8
"Asia Vital Components Co., Ltd.",Medium ESG Risk,21.4
"Asia-Potash International Investment (Guangzhou) Co., Ltd.",Severe ESG Risk,61.5
AsiaInfo Technologies Ltd.,Medium ESG Risk,21.7
Asian Development Bank,Negligible ESG Risk,8.0
Asian Infrastructure Investment Bank,Low ESG Risk,13.7
Asian Paints Ltd.,Medium ESG Risk,25.3
"Asiana Airlines, Inc.",High ESG Risk,35.4
ASICS Corp.,Low ESG Risk,19.8
"ASKA Pharmaceutical Holdings Co., Ltd.",Medium ESG Risk,27.5
ASKUL Corp.,Medium ESG Risk,25.1
ASM International NV,Low ESG Risk,12.4
Asmedia Technology Inc.,Low ESG Risk,15.9
ASML Holding NV,Low ESG Risk,10.0
ASMPT Ltd.,Medium ESG Risk,22.4
ASOS Plc,Medium ESG Risk,21.1
"ASPEED Technology, Inc.",Low ESG Risk,16.8
"Aspen Aerogels, Inc.",Medium ESG Risk,27.8
Aspen Pharmacare Holdings Ltd.,Medium ESG Risk,26.3
"Aspen Technology, Inc.",Low ESG Risk,18.8
ASR Nederland NV,Negligible ESG Risk,9.6
"ASRock, Inc.",Low ESG Risk,18.6
Assa Abloy AB,Low ESG Risk,18.7
Assala Energy Holdings Ltd.,Medium ESG Risk,27.3
Asseco Poland SA,Medium ESG Risk,23.3
Asseco South Eastern Europe SA,Medium ESG Risk,23.2
"Assertio Holdings, Inc.",High ESG Risk,34.1
Asset World Corp. Pcl,Low ESG Risk,18.0
"AssetMark Financial Holdings, Inc.",Medium ESG Risk,29.6
Assicurazioni Generali SpA,Low ESG Risk,17.7
Associated Banc-Corp,Medium ESG Risk,25.4
Associated British Foods Plc,High ESG Risk,31.2
Associated British Ports Holdings Ltd.,Low ESG Risk,10.7
Assura Plc,Low ESG Risk,13.4
"Assurant, Inc.",Medium ESG Risk,23.9
Assured Guaranty Ltd.,Medium ESG Risk,25.4
"Assured Guaranty US Holdings, Inc.",Medium ESG Risk,27.4
"AST Spacemobile, Inc.",High ESG Risk,33.0
"Astec Industries, Inc.",Medium ESG Risk,28.5
"Astellas Pharma, Inc.",Low ESG Risk,19.0
Aster DM Healthcare Ltd.,High ESG Risk,30.3
Aster Group Ltd.,Low ESG Risk,14.4
ASTM SpA,Negligible ESG Risk,5.3
Aston Martin Lagonda Global Holdings Plc,High ESG Risk,30.5
Astra Industrial Group,Severe ESG Risk,47.9
Astral Foods Ltd.,High ESG Risk,32.6
Astral Ltd.,Medium ESG Risk,25.0
AstraZeneca Pharma India Ltd.,Medium ESG Risk,28.0
AstraZeneca PLC,Medium ESG Risk,22.0
"Astria Therapeutics, Inc.",Medium ESG Risk,28.3
Astro Malaysia Holdings Bhd.,Low ESG Risk,13.4
Astronics Corp.,Severe ESG Risk,42.8
"Asure Software, Inc.",Medium ESG Risk,23.3
"ASUSTek Computer, Inc.",Low ESG Risk,15.5
ASX Ltd.,Medium ESG Risk,20.0
"Asymchem Laboratories (Tianjin) Co., Ltd.",Medium ESG Risk,20.2
AT & S Austria Technologie & Systemtechnik AG,Low ESG Risk,17.3
"AT&T, Inc.",Medium ESG Risk,21.5
Ataa Educational Co.,Medium ESG Risk,22.0
Atacadão SA,Medium ESG Risk,25.4
ATAI Life Sciences NV,High ESG Risk,32.8
Atalaya Mining Plc,High ESG Risk,34.4
"Atara Biotherapeutics, Inc.",Medium ESG Risk,26.2
ATCO Ltd.,Medium ESG Risk,27.8
Atea ASA,Low ESG Risk,17.9
"Atea Pharmaceuticals, Inc.",High ESG Risk,36.1
Atento SA,Low ESG Risk,10.5
Athabasca Indigenous Midstream Partnership Ltd.,High ESG Risk,35.1
Athabasca Oil Corp.,Severe ESG Risk,52.5
Athens Water Supply & Sewage Co. SA,High ESG Risk,34.9
Athora Holding Ltd.,Medium ESG Risk,26.6
"ATI, Inc. (Texas)",High ESG Risk,37.7
"Atkore, Inc.",Medium ESG Risk,22.0
